region_uid,region_name,year,tier,object_cluster,total_value,n_contracts,n_vendors
46,Manitoba,2019,Industrial and Technical Support,"Resources, Fuels & Materials",754480.5,27,7
46,Manitoba,2019,Industrial and Technical Support,Software & IT Services,862430.1499999999,16,11
46,Manitoba,2019,Industrial and Technical Support,Weapons & Tactical Security,64790.32,4,1
46,Manitoba,2020,Core Defence Industrial Complex,Automotive & Heavy Vehicles,809850.5,12,2
46,Manitoba,2020,Core Defence Industrial Complex,Marine & Shipbuilding,95376.45999999999,5,3
46,Manitoba,2020,Core Defence Industrial Complex,Weapons & Tactical Security,841283.1,1,1
46,Manitoba,2020,General Government Support,Civil Engineering & Infrastructure,8098830.36,65,18
46,Manitoba,2020,General Government Support,Heavy Industry & Machinery,944893.78,39,19
46,Manitoba,2020,General Government Support,Life Sciences & Medical,780336.5399999999,2,2
46,Manitoba,2020,General Government Support,"Logistics, Training & Workforce",1516469.74,42,19
46,Manitoba,2020,General Government Support,Other,1249389.45,9,5
46,Manitoba,2020,General Government Support,Professional Services,2676502.3,9,7
46,Manitoba,2020,General Government Support,"Resources, Fuels & Materials",1235235.77,45,14
46,Manitoba,2020,General Government Support,Utilities & Environmental,1214511.2,8,4
46,Manitoba,2020,Industrial and Technical Support,Automotive & Heavy Vehicles,344245.37,4,3
46,Manitoba,2020,Industrial and Technical Support,Civil Engineering & Infrastructure,19807013.1,51,14
46,Manitoba,2020,Industrial and Technical Support,Heavy Industry & Machinery,95638.97,6,5
46,Manitoba,2020,Industrial and Technical Support,High-Tech Hardware & Telecom,792228.44,20,7
46,Manitoba,2020,Industrial and Technical Support,Life Sciences & Medical,29041.92,2,2
46,Manitoba,2020,Industrial and Technical Support,"Logistics, Training & Workforce",5760256.5,6,1
46,Manitoba,2020,Industrial and Technical Support,"Resources, Fuels & Materials",799212.76,33,6
46,Manitoba,2020,Industrial and Technical Support,Software & IT Services,2323331.64,15,8
46,Manitoba,2021,Core Defence Industrial Complex,Automotive & Heavy Vehicles,38328.86,2,2
46,Manitoba,2021,Core Defence Industrial Complex,Marine & Shipbuilding,212641.12,9,2
46,Manitoba,2021,General Government Support,Civil Engineering & Infrastructure,13547710.69,109,36
46,Manitoba,2021,General Government Support,Heavy Industry & Machinery,1559861.64,55,19
46,Manitoba,2021,General Government Support,Life Sciences & Medical,6270029,1,1
46,Manitoba,2021,General Government Support,"Logistics, Training & Workforce",2629735.82,46,17
46,Manitoba,2021,General Government Support,Other,261141.39,6,5
46,Manitoba,2021,General Government Support,Professional Services,601211.54,8,6
46,Manitoba,2021,General Government Support,"Resources, Fuels & Materials",496159.62,21,11
46,Manitoba,2021,General Government Support,Utilities & Environmental,1483535.86,9,4
46,Manitoba,2021,Industrial and Technical Support,Aerospace & Space,34285.86,1,1
46,Manitoba,2021,Industrial and Technical Support,Automotive & Heavy Vehicles,128589.92,3,2
46,Manitoba,2021,Industrial and Technical Support,Civil Engineering & Infrastructure,5888455,51,21
46,Manitoba,2021,Industrial and Technical Support,Heavy Industry & Machinery,52555.65,4,3
46,Manitoba,2021,Industrial and Technical Support,High-Tech Hardware & Telecom,537631.58,18,6
46,Manitoba,2021,Industrial and Technical Support,Life Sciences & Medical,261194.56,4,4
46,Manitoba,2021,Industrial and Technical Support,"Logistics, Training & Workforce",1779876,18,1
46,Manitoba,2021,Industrial and Technical Support,"Resources, Fuels & Materials",746756.92,30,10
46,Manitoba,2021,Industrial and Technical Support,Software & IT Services,960488.82,18,11
46,Manitoba,2022,Core Defence Industrial Complex,Automotive & Heavy Vehicles,42219.28,2,2
46,Manitoba,2022,Core Defence Industrial Complex,Marine & Shipbuilding,117852.92,5,1
46,Manitoba,2022,General Government Support,Civil Engineering & Infrastructure,11394919.35,151,35
46,Manitoba,2022,General Government Support,Heavy Industry & Machinery,1066653.64,55,21
46,Manitoba,2022,General Government Support,Life Sciences & Medical,48317306.88,4,2
46,Manitoba,2022,General Government Support,"Logistics, Training & Workforce",5286212.63,42,21
46,Manitoba,2022,General Government Support,Other,83837.89,6,5
46,Manitoba,2022,General Government Support,Professional Services,714612.37,14,6
46,Manitoba,2022,General Government Support,"Resources, Fuels & Materials",623393.05,17,8
46,Manitoba,2022,General Government Support,Utilities & Environmental,1089063.14,8,6
46,Manitoba,2022,Industrial and Technical Support,Aerospace & Space,93865.59,3,3
46,Manitoba,2022,Industrial and Technical Support,Automotive & Heavy Vehicles,4946480,14,9
46,Manitoba,2022,Industrial and Technical Support,Civil Engineering & Infrastructure,4766217.21,66,23
46,Manitoba,2022,Industrial and Technical Support,Heavy Industry & Machinery,155202.59,3,3
46,Manitoba,2022,Industrial and Technical Support,High-Tech Hardware & Telecom,1267772.5,13,4
46,Manitoba,2022,Industrial and Technical Support,Life Sciences & Medical,5424311,1,1
46,Manitoba,2022,Industrial and Technical Support,"Resources, Fuels & Materials",1027077.37,33,7
46,Manitoba,2022,Industrial and Technical Support,Software & IT Services,1842096.28,14,11
46,Manitoba,2022,Industrial and Technical Support,Weapons & Tactical Security,1997513.3399999999,3,2
46,Manitoba,2023,Core Defence Industrial Complex,Automotive & Heavy Vehicles,44595.22,3,3
46,Manitoba,2023,Core Defence Industrial Complex,Marine & Shipbuilding,291273.3,13,7
46,Manitoba,2023,Core Defence Industrial Complex,Weapons & Tactical Security,31500000,1,1
46,Manitoba,2023,General Government Support,Civil Engineering & Infrastructure,15909163.15,198,77
46,Manitoba,2023,General Government Support,Heavy Industry & Machinery,1953033.35,85,32
46,Manitoba,2023,General Government Support,High-Tech Hardware & Telecom,30429,1,1
46,Manitoba,2023,General Government Support,Life Sciences & Medical,20251.99,1,1
46,Manitoba,2023,General Government Support,"Logistics, Training & Workforce",21892886.59,59,32
46,Manitoba,2023,General Government Support,Other,726362.46,21,15
46,Manitoba,2023,General Government Support,Professional Services,223677.15,11,8
46,Manitoba,2023,General Government Support,"Resources, Fuels & Materials",454782.38,20,13
46,Manitoba,2023,General Government Support,Utilities & Environmental,1335705.92,17,13
46,Manitoba,2023,Industrial and Technical Support,Aerospace & Space,100164.53,4,4
46,Manitoba,2023,Industrial and Technical Support,Automotive & Heavy Vehicles,3824641.02,19,9
46,Manitoba,2023,Industrial and Technical Support,Civil Engineering & Infrastructure,7288369.96,22,17
46,Manitoba,2023,Industrial and Technical Support,Heavy Industry & Machinery,30583.019999999997,2,1
46,Manitoba,2023,Industrial and Technical Support,High-Tech Hardware & Telecom,1220158.01,15,2
46,Manitoba,2023,Industrial and Technical Support,Life Sciences & Medical,1032562.11,3,3
46,Manitoba,2023,Industrial and Technical Support,"Logistics, Training & Workforce",37817.24,2,2
46,Manitoba,2023,Industrial and Technical Support,"Resources, Fuels & Materials",1454849.43,48,15
46,Manitoba,2023,Industrial and Technical Support,Software & IT Services,1864620.12,18,14
46,Manitoba,2023,Industrial and Technical Support,Weapons & Tactical Security,3791973.36,24,3
46,Manitoba,2024,Core Defence Industrial Complex,Automotive & Heavy Vehicles,55805.09,4,4
46,Manitoba,2024,Core Defence Industrial Complex,Marine & Shipbuilding,45057.92,3,2
46,Manitoba,2024,General Government Support,Civil Engineering & Infrastructure,5854701.87,155,49
46,Manitoba,2024,General Government Support,Heavy Industry & Machinery,1053513.97,48,24
46,Manitoba,2024,General Government Support,High-Tech Hardware & Telecom,85738.26,1,1
46,Manitoba,2024,General Government Support,Life Sciences & Medical,42454.54,3,3
46,Manitoba,2024,General Government Support,"Logistics, Training & Workforce",1534131.36,42,22
46,Manitoba,2024,General Government Support,Other,204615.67,14,8
46,Manitoba,2024,General Government Support,Professional Services,682760.14,8,7
46,Manitoba,2024,General Government Support,"Resources, Fuels & Materials",424825.86,15,12
46,Manitoba,2024,General Government Support,Utilities & Environmental,1621827.9,15,11
46,Manitoba,2024,Industrial and Technical Support,Aerospace & Space,294570.47,5,5
46,Manitoba,2024,Industrial and Technical Support,Automotive & Heavy Vehicles,9376149.94,47,25
46,Manitoba,2024,Industrial and Technical Support,Civil Engineering & Infrastructure,1429425.26,9,8
46,Manitoba,2024,Industrial and Technical Support,Heavy Industry & Machinery,53194.990000000005,3,1
46,Manitoba,2024,Industrial and Technical Support,High-Tech Hardware & Telecom,689325.43,8,4
46,Manitoba,2024,Industrial and Technical Support,Life Sciences & Medical,39371.100000000006,2,1
46,Manitoba,2024,Industrial and Technical Support,Professional Services,16950,1,1
46,Manitoba,2024,Industrial and Technical Support,"Resources, Fuels & Materials",252297.95,7,5
46,Manitoba,2024,Industrial and Technical Support,Software & IT Services,593915.82,13,9
46,Manitoba,2024,Industrial and Technical Support,Weapons & Tactical Security,2520449.59,13,4
46,Manitoba,2025,Core Defence Industrial Complex,Aerospace & Space,99589.97,1,1
46,Manitoba,2025,Core Defence Industrial Complex,Automotive & Heavy Vehicles,93032.2,4,3
46,Manitoba,2025,Core Defence Industrial Complex,Civil Engineering & Infrastructure,112510.65,2,2
46,Manitoba,2025,Core Defence Industrial Complex,Marine & Shipbuilding,228572.28,9,2
46,Manitoba,2025,Core Defence Industrial Complex,Weapons & Tactical Security,840012.75,2,2
46,Manitoba,2025,General Government Support,Civil Engineering & Infrastructure,22268075.77,205,59
46,Manitoba,2025,General Government Support,Heavy Industry & Machinery,3242446.71,112,44
46,Manitoba,2025,General Government Support,Life Sciences & Medical,26450.879999999997,2,1
46,Manitoba,2025,General Government Support,"Logistics, Training & Workforce",2519160.72,94,38
46,Manitoba,2025,General Government Support,Other,2800758.18,30,20
46,Manitoba,2025,General Government Support,Professional Services,278594.76,6,6
46,Manitoba,2025,General Government Support,"Resources, Fuels & Materials",572447.48,13,8
46,Manitoba,2025,General Government Support,Utilities & Environmental,1213986.89,6,5
46,Manitoba,2025,Industrial and Technical Support,Aerospace & Space,112434.42000000001,2,2
46,Manitoba,2025,Industrial and Technical Support,Automotive & Heavy Vehicles,849459.5,22,11
46,Manitoba,2025,Industrial and Technical Support,Civil Engineering & Infrastructure,5554938.11,25,17
46,Manitoba,2025,Industrial and Technical Support,Heavy Industry & Machinery,678249.41,10,6
46,Manitoba,2025,Industrial and Technical Support,High-Tech Hardware & Telecom,219392.21000000002,5,5
46,Manitoba,2025,Industrial and Technical Support,Life Sciences & Medical,372975.55,5,5
46,Manitoba,2025,Industrial and Technical Support,"Logistics, Training & Workforce",26836.190000000002,2,2
46,Manitoba,2025,Industrial and Technical Support,"Resources, Fuels & Materials",525799.9,21,8
46,Manitoba,2025,Industrial and Technical Support,Software & IT Services,2532041.21,21,15
46,Manitoba,2025,Industrial and Technical Support,Weapons & Tactical Security,2208306.02,10,2
46,Manitoba,2026,Core Defence Industrial Complex,Aerospace & Space,55299.12,2,2
46,Manitoba,2026,Core Defence Industrial Complex,Marine & Shipbuilding,37738.82,3,2
46,Manitoba,2026,Core Defence Industrial Complex,Weapons & Tactical Security,25961144.73,2,2
46,Manitoba,2026,General Government Support,Civil Engineering & Infrastructure,2155686.57,38,15
46,Manitoba,2026,General Government Support,Heavy Industry & Machinery,1261866.26,46,16
46,Manitoba,2026,General Government Support,Life Sciences & Medical,18649064.5,2,2
46,Manitoba,2026,General Government Support,"Logistics, Training & Workforce",7442781.74,38,19
46,Manitoba,2026,General Government Support,Other,117724.57,9,6
46,Manitoba,2026,General Government Support,Professional Services,918299.45,4,4
46,Manitoba,2026,General Government Support,"Resources, Fuels & Materials",83858.72,5,5
46,Manitoba,2026,General Government Support,Utilities & Environmental,988103.11,3,3
46,Manitoba,2026,Industrial and Technical Support,Automotive & Heavy Vehicles,807164.97,9,3
46,Manitoba,2026,Industrial and Technical Support,Civil Engineering & Infrastructure,3309583.47,7,4
46,Manitoba,2026,Industrial and Technical Support,Heavy Industry & Machinery,439725.71,6,6
46,Manitoba,2026,Industrial and Technical Support,High-Tech Hardware & Telecom,32582.730000000003,2,2
46,Manitoba,2026,Industrial and Technical Support,"Logistics, Training & Workforce",187414.96,4,4
46,Manitoba,2026,Industrial and Technical Support,"Resources, Fuels & Materials",75429.56,3,2
46,Manitoba,2026,Industrial and Technical Support,Software & IT Services,138681.01,7,3
46,Manitoba,2026,Industrial and Technical Support,Weapons & Tactical Security,1388968.96,3,3
47,Saskatchewan,2016,Core Defence Industrial Complex,Automotive & Heavy Vehicles,13095.15,1,1
47,Saskatchewan,2016,General Government Support,Other,11655,1,1
47,Saskatchewan,2016,General Government Support,Professional Services,300000,1,1
47,Saskatchewan,2016,General Government Support,"Resources, Fuels & Materials",10617.78,1,1
47,Saskatchewan,2016,Industrial and Technical Support,Civil Engineering & Infrastructure,10731.7,1,1
47,Saskatchewan,2016,Industrial and Technical Support,"Logistics, Training & Workforce",47778.68,3,1
47,Saskatchewan,2016,Industrial and Technical Support,Software & IT Services,116562.58,1,1
47,Saskatchewan,2017,General Government Support,Civil Engineering & Infrastructure,974935.1,13,8
47,Saskatchewan,2017,General Government Support,Heavy Industry & Machinery,909146.5,11,10
47,Saskatchewan,2017,General Government Support,High-Tech Hardware & Telecom,10586.26,1,1
47,Saskatchewan,2017,General Government Support,"Logistics, Training & Workforce",105740.44,7,7
47,Saskatchewan,2017,General Government Support,Other,620416.15,16,6
47,Saskatchewan,2017,General Government Support,Professional Services,100000,1,1
47,Saskatchewan,2017,General Government Support,"Resources, Fuels & Materials",49109.19,3,2
47,Saskatchewan,2017,Industrial and Technical Support,Automotive & Heavy Vehicles,10357072.01,4,3
47,Saskatchewan,2017,Industrial and Technical Support,Civil Engineering & Infrastructure,183704.55,2,2
47,Saskatchewan,2017,Industrial and Technical Support,High-Tech Hardware & Telecom,86234.89,4,4
47,Saskatchewan,2017,Industrial and Technical Support,Life Sciences & Medical,81809.81,1,1
47,Saskatchewan,2017,Industrial and Technical Support,"Logistics, Training & Workforce",850554.48,21,5
47,Saskatchewan,2017,Industrial and Technical Support,Marine & Shipbuilding,28750,1,1
47,Saskatchewan,2017,Industrial and Technical Support,"Resources, Fuels & Materials",66928.52,4,4
47,Saskatchewan,2017,Industrial and Technical Support,Software & IT Services,643747.3099999999,4,4
47,Saskatchewan,2017,Industrial and Technical Support,Weapons & Tactical Security,35309,1,1
47,Saskatchewan,2018,Core Defence Industrial Complex,Automotive & Heavy Vehicles,20368.57,1,1
47,Saskatchewan,2018,Core Defence Industrial Complex,Civil Engineering & Infrastructure,12462.33,1,1
47,Saskatchewan,2018,Core Defence Industrial Complex,Weapons & Tactical Security,163538.55,3,2
47,Saskatchewan,2018,General Government Support,Civil Engineering & Infrastructure,855623.14,25,11
47,Saskatchewan,2018,General Government Support,Heavy Industry & Machinery,344887.07,9,6
47,Saskatchewan,2018,General Government Support,"Logistics, Training & Workforce",276659,9,9
47,Saskatchewan,2018,General Government Support,Other,714747.19,33,9
47,Saskatchewan,2018,General Government Support,Professional Services,55029.24,2,1
47,Saskatchewan,2018,General Government Support,"Resources, Fuels & Materials",313459.82,12,7
47,Saskatchewan,2018,General Government Support,Utilities & Environmental,27006,1,1
47,Saskatchewan,2018,Industrial and Technical Support,Aerospace & Space,31856.22,1,1
47,Saskatchewan,2018,Industrial and Technical Support,Automotive & Heavy Vehicles,74099.55,3,3
47,Saskatchewan,2018,Industrial and Technical Support,Civil Engineering & Infrastructure,138486.14,4,3
47,Saskatchewan,2018,Industrial and Technical Support,High-Tech Hardware & Telecom,76766.13,3,2
47,Saskatchewan,2018,Industrial and Technical Support,"Logistics, Training & Workforce",1367019.35,44,3
47,Saskatchewan,2018,Industrial and Technical Support,Professional Services,304500,1,1
47,Saskatchewan,2018,Industrial and Technical Support,"Resources, Fuels & Materials",35708.659999999996,2,2
47,Saskatchewan,2018,Industrial and Technical Support,Software & IT Services,691362.53,13,7
47,Saskatchewan,2018,Industrial and Technical Support,Weapons & Tactical Security,372103.12,1,1
47,Saskatchewan,2019,Core Defence Industrial Complex,Automotive & Heavy Vehicles,300000,1,1
47,Saskatchewan,2019,Core Defence Industrial Complex,Marine & Shipbuilding,136096.3,1,1
47,Saskatchewan,2019,General Government Support,Civil Engineering & Infrastructure,1996817.23,45,13
47,Saskatchewan,2019,General Government Support,Heavy Industry & Machinery,590654.19,4,3
47,Saskatchewan,2019,General Government Support,Life Sciences & Medical,21562.5,1,1
47,Saskatchewan,2019,General Government Support,"Logistics, Training & Workforce",55693.54,3,2
47,Saskatchewan,2019,General Government Support,Other,521508.29000000004,12,6
47,Saskatchewan,2019,General Government Support,Professional Services,221471.13,12,3
47,Saskatchewan,2019,General Government Support,"Resources, Fuels & Materials",348761.77999999997,11,3
47,Saskatchewan,2019,Industrial and Technical Support,Civil Engineering & Infrastructure,272706.61,6,4
47,Saskatchewan,2019,Industrial and Technical Support,High-Tech Hardware & Telecom,28213.16,1,1
47,Saskatchewan,2019,Industrial and Technical Support,Life Sciences & Medical,19636.12,1,1
47,Saskatchewan,2019,Industrial and Technical Support,"Logistics, Training & Workforce",754109.35,23,2
47,Saskatchewan,2019,Industrial and Technical Support,Professional Services,229325.81,1,1
47,Saskatchewan,2019,Industrial and Technical Support,"Resources, Fuels & Materials",90701.97,5,3
47,Saskatchewan,2019,Industrial and Technical Support,Software & IT Services,240548.85,8,5
47,Saskatchewan,2019,Industrial and Technical Support,Weapons & Tactical Security,1303213.07,6,4
47,Saskatchewan,2020,Core Defence Industrial Complex,Automotive & Heavy Vehicles,114743.39,3,3
47,Saskatchewan,2020,General Government Support,Civil Engineering & Infrastructure,6448655.05,43,17
47,Saskatchewan,2020,General Government Support,Heavy Industry & Machinery,82899,4,4
47,Saskatchewan,2020,General Government Support,"Logistics, Training & Workforce",430414.21,13,11
47,Saskatchewan,2020,General Government Support,Other,59137.67,3,2
47,Saskatchewan,2020,General Government Support,Professional Services,3682092.04,6,6
47,Saskatchewan,2020,General Government Support,"Resources, Fuels & Materials",94492.75,5,4
47,Saskatchewan,2020,Industrial and Technical Support,Automotive & Heavy Vehicles,70638.53,3,3
47,Saskatchewan,2020,Industrial and Technical Support,Civil Engineering & Infrastructure,2377916.37,6,5
47,Saskatchewan,2020,Industrial and Technical Support,"Logistics, Training & Workforce",250742.7,10,2
47,Saskatchewan,2020,Industrial and Technical Support,"Resources, Fuels & Materials",60890.29,3,2
47,Saskatchewan,2020,Industrial and Technical Support,Software & IT Services,1387419.22,64,7
47,Saskatchewan,2020,Industrial and Technical Support,Weapons & Tactical Security,2595554,5,5
47,Saskatchewan,2021,Core Defence Industrial Complex,Automotive & Heavy Vehicles,12692.21,1,1
47,Saskatchewan,2021,General Government Support,Civil Engineering & Infrastructure,3562098.9899999998,34,18
47,Saskatchewan,2021,General Government Support,Heavy Industry & Machinery,22171.8,1,1
47,Saskatchewan,2021,General Government Support,Life Sciences & Medical,19780,1,1
47,Saskatchewan,2021,General Government Support,"Logistics, Training & Workforce",359663.56,9,9
47,Saskatchewan,2021,General Government Support,Other,81628,5,3
47,Saskatchewan,2021,General Government Support,Professional Services,86839.85,4,3
47,Saskatchewan,2021,General Government Support,"Resources, Fuels & Materials",114099.2,5,4
47,Saskatchewan,2021,Industrial and Technical Support,Aerospace & Space,15940.14,1,1
47,Saskatchewan,2021,Industrial and Technical Support,Automotive & Heavy Vehicles,75969.1,3,3
47,Saskatchewan,2021,Industrial and Technical Support,Civil Engineering & Infrastructure,1143049.76,14,7
47,Saskatchewan,2021,Industrial and Technical Support,Heavy Industry & Machinery,46515,2,1
47,Saskatchewan,2021,Industrial and Technical Support,High-Tech Hardware & Telecom,12766.64,1,1
47,Saskatchewan,2021,Industrial and Technical Support,Life Sciences & Medical,59121.6,1,1
47,Saskatchewan,2021,Industrial and Technical Support,"Logistics, Training & Workforce",2002830.73,30,9
47,Saskatchewan,2021,Industrial and Technical Support,"Resources, Fuels & Materials",1196801.57,23,4
47,Saskatchewan,2021,Industrial and Technical Support,Software & IT Services,990444.85,38,11
47,Saskatchewan,2021,Industrial and Technical Support,Weapons & Tactical Security,656399.2,1,1
47,Saskatchewan,2022,Core Defence Industrial Complex,Marine & Shipbuilding,17787,1,1
47,Saskatchewan,2022,General Government Support,Civil Engineering & Infrastructure,5079402.53,85,31
47,Saskatchewan,2022,General Government Support,Heavy Industry & Machinery,58184.96,4,4
47,Saskatchewan,2022,General Government Support,Life Sciences & Medical,112885.26,1,1
47,Saskatchewan,2022,General Government Support,"Logistics, Training & Workforce",369188.99,13,6
47,Saskatchewan,2022,General Government Support,Other,162763.75,8,7
47,Saskatchewan,2022,General Government Support,Professional Services,3102478.3000000003,5,4
47,Saskatchewan,2022,General Government Support,"Resources, Fuels & Materials",1659020.84,23,4
47,Saskatchewan,2022,General Government Support,Utilities & Environmental,528675,2,2
47,Saskatchewan,2022,Industrial and Technical Support,Automotive & Heavy Vehicles,207900,1,1
47,Saskatchewan,2022,Industrial and Technical Support,Civil Engineering & Infrastructure,4485106043.61,28,15
47,Saskatchewan,2022,Industrial and Technical Support,High-Tech Hardware & Telecom,88968.48,3,3
47,Saskatchewan,2022,Industrial and Technical Support,"Logistics, Training & Workforce",4010011.25,51,7
47,Saskatchewan,2022,Industrial and Technical Support,"Resources, Fuels & Materials",1774744.21,22,3
47,Saskatchewan,2022,Industrial and Technical Support,Software & IT Services,2500280.48,12,11
47,Saskatchewan,2022,Industrial and Technical Support,Weapons & Tactical Security,894749.87,3,3
47,Saskatchewan,2023,Core Defence Industrial Complex,Automotive & Heavy Vehicles,15865.5,1,1
47,Saskatchewan,2023,Core Defence Industrial Complex,Weapons & Tactical Security,195426.72,1,1
47,Saskatchewan,2023,General Government Support,Civil Engineering & Infrastructure,27494785.81,60,28
47,Saskatchewan,2023,General Government Support,Heavy Industry & Machinery,40385.11,3,3
47,Saskatchewan,2023,General Government Support,"Logistics, Training & Workforce",864453.56,15,10
47,Saskatchewan,2023,General Government Support,Other,247181,6,4
47,Saskatchewan,2023,General Government Support,Professional Services,37461.6,1,1
47,Saskatchewan,2023,General Government Support,"Resources, Fuels & Materials",1022371.4,17,2
47,Saskatchewan,2023,General Government Support,Utilities & Environmental,1625506.25,9,6
47,Saskatchewan,2023,Industrial and Technical Support,Automotive & Heavy Vehicles,79181.55,1,1
47,Saskatchewan,2023,Industrial and Technical Support,Civil Engineering & Infrastructure,16924895.84,20,14
47,Saskatchewan,2023,Industrial and Technical Support,Heavy Industry & Machinery,0,1,1
47,Saskatchewan,2023,Industrial and Technical Support,High-Tech Hardware & Telecom,414563.75,2,2
47,Saskatchewan,2023,Industrial and Technical Support,Life Sciences & Medical,11441.35,1,1
47,Saskatchewan,2023,Industrial and Technical Support,"Logistics, Training & Workforce",10064623.34,25,8
47,Saskatchewan,2023,Industrial and Technical Support,"Resources, Fuels & Materials",1999310.19,32,3
47,Saskatchewan,2023,Industrial and Technical Support,Software & IT Services,2642943.47,25,19
47,Saskatchewan,2023,Industrial and Technical Support,Weapons & Tactical Security,6502605.54,3,3
47,Saskatchewan,2024,Core Defence Industrial Complex,Automotive & Heavy Vehicles,21568.54,1,1
47,Saskatchewan,2024,Core Defence Industrial Complex,Weapons & Tactical Security,62518.95,1,1
47,Saskatchewan,2024,General Government Support,Civil Engineering & Infrastructure,2070480.81,42,21
47,Saskatchewan,2024,General Government Support,Heavy Industry & Machinery,38993.68,3,3
47,Saskatchewan,2024,General Government Support,"Logistics, Training & Workforce",532562.42,14,7
47,Saskatchewan,2024,General Government Support,Other,118497.75,5,5
47,Saskatchewan,2024,General Government Support,Professional Services,854292.6900000001,8,8
47,Saskatchewan,2024,General Government Support,"Resources, Fuels & Materials",791461.66,9,2
47,Saskatchewan,2024,Industrial and Technical Support,Automotive & Heavy Vehicles,625479.7,5,4
47,Saskatchewan,2024,Industrial and Technical Support,Civil Engineering & Infrastructure,360757.26,7,6
47,Saskatchewan,2024,Industrial and Technical Support,"Logistics, Training & Workforce",278975.25,11,3
47,Saskatchewan,2024,Industrial and Technical Support,"Resources, Fuels & Materials",495182.77999999997,11,2
47,Saskatchewan,2024,Industrial and Technical Support,Software & IT Services,11446973.32,17,15
47,Saskatchewan,2024,Industrial and Technical Support,Weapons & Tactical Security,34744.08,1,1
47,Saskatchewan,2025,Core Defence Industrial Complex,Automotive & Heavy Vehicles,84657.84,4,3
47,Saskatchewan,2025,Core Defence Industrial Complex,Weapons & Tactical Security,399630,1,1
47,Saskatchewan,2025,General Government Support,Civil Engineering & Infrastructure,4030643.67,101,20
47,Saskatchewan,2025,General Government Support,Heavy Industry & Machinery,44357.53,3,3
47,Saskatchewan,2025,General Government Support,Life Sciences & Medical,107312.33,2,2
47,Saskatchewan,2025,General Government Support,"Logistics, Training & Workforce",498076.26,13,9
47,Saskatchewan,2025,General Government Support,Other,159396.98,6,5
47,Saskatchewan,2025,General Government Support,Professional Services,489251.46,8,7
47,Saskatchewan,2025,General Government Support,"Resources, Fuels & Materials",902186.26,8,4
47,Saskatchewan,2025,General Government Support,Utilities & Environmental,203634.9,1,1
47,Saskatchewan,2025,Industrial and Technical Support,Automotive & Heavy Vehicles,23458.05,1,1
47,Saskatchewan,2025,Industrial and Technical Support,Civil Engineering & Infrastructure,13107702.62,41,14
47,Saskatchewan,2025,Industrial and Technical Support,High-Tech Hardware & Telecom,12258.75,1,1
47,Saskatchewan,2025,Industrial and Technical Support,Life Sciences & Medical,12549.6,1,1
47,Saskatchewan,2025,Industrial and Technical Support,"Logistics, Training & Workforce",57798,2,1
47,Saskatchewan,2025,Industrial and Technical Support,"Resources, Fuels & Materials",306508.27999999997,6,1
47,Saskatchewan,2025,Industrial and Technical Support,Software & IT Services,5750305.19,13,12
47,Saskatchewan,2026,Core Defence Industrial Complex,Automotive & Heavy Vehicles,11967.18,1,1
47,Saskatchewan,2026,General Government Support,Civil Engineering & Infrastructure,396485.67,13,7
47,Saskatchewan,2026,General Government Support,Heavy Industry & Machinery,48184.009999999995,3,3
47,Saskatchewan,2026,General Government Support,"Logistics, Training & Workforce",137691.47,8,7
47,Saskatchewan,2026,General Government Support,Other,12862.5,1,1
47,Saskatchewan,2026,General Government Support,Professional Services,303094.09,6,6
47,Saskatchewan,2026,General Government Support,Utilities & Environmental,10603.48,1,1
47,Saskatchewan,2026,Industrial and Technical Support,Automotive & Heavy Vehicles,35027.3,2,2
47,Saskatchewan,2026,Industrial and Technical Support,Civil Engineering & Infrastructure,937381.65,2,2
47,Saskatchewan,2026,Industrial and Technical Support,High-Tech Hardware & Telecom,1921499,1,1
47,Saskatchewan,2026,Industrial and Technical Support,"Resources, Fuels & Materials",71888.61,2,2
47,Saskatchewan,2026,Industrial and Technical Support,Software & IT Services,170211.97,3,3
48,Alberta,2016,Core Defence Industrial Complex,Automotive & Heavy Vehicles,11698.1,1,1
48,Alberta,2016,General Government Support,Civil Engineering & Infrastructure,516194.94,14,6
48,Alberta,2016,General Government Support,Heavy Industry & Machinery,265392.84,4,4
48,Alberta,2016,General Government Support,High-Tech Hardware & Telecom,276933.34,1,1
48,Alberta,2016,General Government Support,Life Sciences & Medical,132466.73,1,1
48,Alberta,2016,General Government Support,"Logistics, Training & Workforce",1009766.2100000001,29,15
48,Alberta,2016,General Government Support,Other,135498.94,7,7
48,Alberta,2016,General Government Support,Professional Services,348275.2,5,4
48,Alberta,2016,General Government Support,"Resources, Fuels & Materials",70382.03,4,3
48,Alberta,2016,General Government Support,Utilities & Environmental,629382.98,6,3
48,Alberta,2016,Industrial and Technical Support,Aerospace & Space,22601.25,1,1
48,Alberta,2016,Industrial and Technical Support,Automotive & Heavy Vehicles,38693.96,2,2
48,Alberta,2016,Industrial and Technical Support,Civil Engineering & Infrastructure,1358314.24,8,4
48,Alberta,2016,Industrial and Technical Support,Heavy Industry & Machinery,17851.75,1,1
48,Alberta,2016,Industrial and Technical Support,High-Tech Hardware & Telecom,12412.22,1,1
48,Alberta,2016,Industrial and Technical Support,"Resources, Fuels & Materials",2213612.03,79,13
48,Alberta,2016,Industrial and Technical Support,Software & IT Services,49385,2,2
