region_uid,region_name,year,NAICS6,NAICSD,defence_type,total_sales_M,sales_bucket,n_firms,avg_employees,lq_sales,lq_firms,lq_jobs,suppressed
RURAL_QC,Rural Quebec,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,8.305,>=$5M,3,6.7,0.198,0.307,0.152,False
RURAL_SK,Rural Saskatchewan,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,>=$5M,<2,,,,,True
920,Salmon Arm,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
562,Sarnia,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
433,Sherbrooke,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
539,St. Catharines - Niagara,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.505,<$5M,3,1.7,0.049,1.197,0.148,False
001,St. John's,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
535,Toronto,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,410.565,>=$5M,38,29.2,2.105,1.07,2.19,False
910,Trail,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.688,<$5M,2,2.0,5.14,18.55,3.155,False
442,Trois-Rivières,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
933,Vancouver,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,19.774,>=$5M,15,5.0,0.252,0.838,0.334,False
918,Vernon,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
935,Victoria,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
990,Whitehorse,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
559,Windsor,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.303,<$5M,2,1.5,0.027,0.81,0.088,False
602,Winnipeg,2022,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,4.093,<$5M,12,2.7,0.182,2.737,0.445,False
932,Abbotsford - Mission,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
522,Belleville - Quinte West,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
543,Brantford,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
512,Brockville,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
825,Calgary,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.012,<$5M,2,1.5,0.023,0.221,0.025,False
975,Dawson Creek,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,14.346,>=$5M,3,11.7,23.276,18.195,17.385,False
835,Edmonton,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,23.547,>=$5M,5,9.4,0.633,0.643,0.451,False
977,Fort St. John,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,70.314,>=$5M,6,27.2,57.365,26.546,53.04,False
320,Fredericton,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.695,<$5M,2,1.5,0.331,3.384,0.264,False
850,Grande Prairie,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,15.98,>=$5M,3,12.7,5.876,5.293,4.896,False
580,Greater Sudbury / Grand Sudbury,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,2.054,<$5M,2,2.5,0.518,2.131,0.431,False
550,Guelph,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
205,Halifax,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.339,<$5M,2,1.5,0.026,0.615,0.07,False
537,Hamilton,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,11.835,>=$5M,6,7.2,0.682,1.374,0.822,False
915,Kelowna,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
541,Kitchener - Cambridge - Waterloo,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,2.938,<$5M,5,5.2,0.196,1.668,0.618,False
555,London,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
805,Medicine Hat,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
305,Moncton,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.238,<$5M,2,1.0,0.058,1.999,0.168,False
462,Montréal,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,70.125,>=$5M,53,4.4,0.588,2.092,0.725,False
938,Nanaimo,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
547,Norfolk,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
532,Oshawa,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.313,<$5M,3,4.3,0.244,1.839,0.719,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,14.611,>=$5M,6,22.8,0.637,0.982,1.682,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,14.611,>=$5M,6,22.8,2.463,3.755,5.866,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
505,Ottawa - Gatineau (partie du Québec / Quebec part),2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
913,Penticton,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
421,Québec,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,181.802,>=$5M,6,73.7,9.103,1.406,7.013,False
485,Rouyn-Noranda,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
RURAL_BC,Rural British Columbia,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,35.868,>=$5M,4,21.5,3.075,1.118,2.236,False
RURAL_MB,Rural Manitoba,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
RURAL_NB,Rural New Brunswick,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
RURAL_ON,Rural Ontario,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.564,<$5M,2,4.5,0.049,0.236,0.095,False
RURAL_QC,Rural Quebec,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,7.762,>=$5M,3,6.7,0.188,0.317,0.168,False
RURAL_SK,Rural Saskatchewan,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,>=$5M,<2,,,,,True
920,Salmon Arm,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
562,Sarnia,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
433,Sherbrooke,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
539,St. Catharines - Niagara,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.505,<$5M,3,1.7,0.052,1.222,0.156,False
001,St. John's,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
535,Toronto,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,414.528,>=$5M,43,26.1,2.397,1.124,2.372,False
910,Trail,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.576,<$5M,2,2.0,4.914,19.823,3.491,False
442,Trois-Rivières,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
933,Vancouver,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,18.93,>=$5M,14,5.1,0.256,0.767,0.335,False
918,Vernon,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
935,Victoria,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
990,Whitehorse,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
559,Windsor,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.303,<$5M,2,1.5,0.029,0.815,0.095,False
602,Winnipeg,2023,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,4.895,<$5M,12,2.7,0.23,2.755,0.486,False
522,Belleville - Quinte West,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
543,Brantford,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
512,Brockville,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
825,Calgary,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.082,<$5M,2,1.5,0.031,0.206,0.025,False
975,Dawson Creek,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,10.238,>=$5M,3,8.7,29.504,18.848,14.827,False
835,Edmonton,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,20.109,>=$5M,7,7.6,0.701,0.865,0.515,False
977,Fort St. John,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,64.172,>=$5M,5,32.6,84.997,22.653,58.921,False
320,Fredericton,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
850,Grande Prairie,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,11.418,>=$5M,3,9.7,6.001,5.299,4.134,False
580,Greater Sudbury / Grand Sudbury,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.97,<$5M,2,2.5,0.664,2.192,0.443,False
205,Halifax,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.742,<$5M,4,2.0,0.179,1.229,0.182,False
537,Hamilton,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,8.564,>=$5M,6,5.7,0.608,1.398,0.639,False
915,Kelowna,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,13.523,>=$5M,2,17.5,2.699,1.008,1.832,False
541,Kitchener - Cambridge - Waterloo,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,3.679,<$5M,5,5.4,0.287,1.666,0.66,False
555,London,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
305,Moncton,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
462,Montréal,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,73.016,>=$5M,48,6.0,0.643,1.974,0.817,False
938,Nanaimo,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
547,Norfolk,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
532,Oshawa,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.772,<$5M,3,4.3,0.411,1.857,0.721,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,20.164,>=$5M,7,20.0,1.066,1.115,1.662,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,20.164,>=$5M,7,20.0,4.85,4.465,6.257,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
505,Ottawa - Gatineau (partie du Québec / Quebec part),2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
566,Owen Sound,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
913,Penticton,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
421,Québec,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,169.967,>=$5M,6,73.7,10.435,1.461,6.481,False
485,Rouyn-Noranda,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
RURAL_BC,Rural British Columbia,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,6.694,>=$5M,2,8.5,0.799,0.569,0.439,False
RURAL_MB,Rural Manitoba,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
RURAL_NB,Rural New Brunswick,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
RURAL_ON,Rural Ontario,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.197,<$5M,2,2.5,0.051,0.241,0.054,False
RURAL_QC,Rural Quebec,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,10.278,>=$5M,3,14.7,0.339,0.331,0.374,False
920,Salmon Arm,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
562,Sarnia,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
433,Sherbrooke,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
539,St. Catharines - Niagara,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,0.683,<$5M,3,1.7,0.097,1.264,0.171,False
001,St. John's,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
535,Toronto,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,298.805,>=$5M,45,26.8,1.836,1.194,2.439,False
910,Trail,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.576,<$5M,2,2.0,7.503,20.216,3.923,False
442,Trois-Rivières,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
933,Vancouver,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,20.537,>=$5M,16,4.9,0.297,0.828,0.319,False
918,Vernon,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
935,Victoria,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,5.512,>=$5M,3,4.0,0.738,0.999,0.312,False
990,Whitehorse,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
559,Windsor,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
602,Winnipeg,2024,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,10.779,>=$5M,12,4.0,0.656,2.753,0.731,False
522,Belleville - Quinte West,2025,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
543,Brantford,2025,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
512,Brockville,2025,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,,<$5M,<2,,,,,True
825,Calgary,2025,334610,Manufacturing and Reproducing Magnetic and Optical,secondary,1.082,<$5M,2,1.5,0.03,0.204,0.024,False
