region_uid,region_name,year,NAICS6,NAICSD,defence_type,total_sales_M,sales_bucket,n_firms,avg_employees,lq_sales,lq_firms,lq_jobs,suppressed
RURAL_YT,Rural Yukon,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.735,<$5M,2,2.5,0.806,1.555,0.615,False
408,Saguenay,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,28.077,>=$5M,16,11.9,2.12,1.678,2.216,False
310,Saint John,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.381,<$5M,6,3.8,0.444,0.869,0.411,False
428,Saint-Georges,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.381,<$5M,3,7.7,1.156,1.381,1.207,False
452,Saint-Hyacinthe,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,8.526,>=$5M,8,7.2,1.33,1.876,1.341,False
467,Sainte-Agathe-des-Monts,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.586,>=$5M,3,12.7,3.407,1.49,2.418,False
423,Sainte-Marie,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.822,<$5M,5,5.2,2.892,4.882,2.864,False
465,Salaberry-de-Valleyfield,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.352,<$5M,3,5.3,0.922,1.221,0.894,False
920,Salmon Arm,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.263,<$5M,4,7.2,3.081,2.392,2.483,False
562,Sarnia,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.615,>=$5M,3,15.0,0.984,0.519,1.055,False
725,Saskatoon,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,14.847,>=$5M,13,7.8,0.784,0.756,0.693,False
590,Sault Ste. Marie,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.292,>=$5M,4,9.0,1.069,0.803,0.925,False
412,Sept-Îles,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.555,>=$5M,6,10.8,5.77,3.879,5.51,False
444,Shawinigan,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
433,Sherbrooke,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,25.431,>=$5M,24,7.2,1.771,1.767,1.566,False
454,Sorel-Tracy,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.116,<$5M,5,5.6,1.471,1.808,1.406,False
934,Squamish,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.41,<$5M,7,4.3,2.388,3.29,2.024,False
539,St. Catharines - Niagara,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,19.698,>=$5M,18,7.4,0.763,0.7,0.682,False
001,St. John's,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,14.7,>=$5M,23,4.3,0.946,1.904,0.804,False
605,Steinbach,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,<$5M,2,5.5,0.963,2.043,1.086,False
553,Stratford,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.969,<$5M,3,9.0,1.061,1.175,1.244,False
826,Strathmore,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.47,<$5M,2,5.0,1.964,2.155,1.799,False
720,Swift Current,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
965,Terrace,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.882,<$5M,2,3.0,0.656,1.256,0.514,False
430,Thetford Mines,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.468,>=$5M,6,7.0,2.551,2.693,2.262,False
595,Thunder Bay,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.733,>=$5M,4,9.8,0.757,0.495,0.586,False
546,Tillsonburg,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
586,Timmins,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.058,<$5M,3,4.7,0.67,1.137,0.626,False
535,Toronto,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,201.096,>=$5M,150,9.1,0.417,0.439,0.458,False
910,Trail,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.176,<$5M,2,4.0,1.356,1.773,1.067,False
442,Trois-Rivières,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,21.903,>=$5M,21,7.0,1.588,2.097,1.644,False
215,Truro,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,16.17,>=$5M,14,7.9,3.679,3.357,3.787,False
480,Val-d'Or,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.555,>=$5M,8,8.1,3.602,3.721,3.365,False
933,Vancouver,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,119.952,>=$5M,95,8.6,0.639,0.568,0.625,False
918,Vernon,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.41,<$5M,4,7.5,1.332,0.828,1.043,False
935,Victoria,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,37.926,>=$5M,22,11.7,1.537,0.829,1.128,False
440,Victoriaville,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.116,<$5M,5,6.0,1.044,1.332,0.988,False
565,Wasaga Beach,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
865,Wetaskiwin,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
990,Whitehorse,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.321,>=$5M,5,8.6,2.607,1.804,2.239,False
950,Williams Lake,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
559,Windsor,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,7.056,>=$5M,5,9.8,0.256,0.209,0.25,False
603,Winkler,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.261,>=$5M,9,7.0,2.024,6.363,4.055,False
602,Winnipeg,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,17.787,>=$5M,16,7.6,0.318,0.37,0.286,False
860,Wood Buffalo,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,16.023,>=$5M,10,10.9,2.453,2.356,2.834,False
544,Woodstock,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.058,<$5M,3,4.7,0.686,1.177,0.728,False
995,Yellowknife,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,7.644,>=$5M,6,8.7,1.571,3.736,3.364,False
710,Yorkton,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
932,Abbotsford - Mission,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,12.054,>=$5M,12,6.7,1.105,1.159,1.061,False
410,Alma,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,8.085,>=$5M,4,13.8,3.904,2.037,3.262,False
481,Amos,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,8.967,>=$5M,4,15.2,5.273,3.502,5.777,False
406,Baie-Comeau,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,11.466,>=$5M,4,19.5,2.032,2.758,3.46,False
568,Barrie,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,12.054,>=$5M,14,5.9,0.899,1.168,0.98,False
328,Bathurst,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.499,<$5M,4,4.2,1.079,2.273,1.114,False
522,Belleville - Quinte West,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.027,>=$5M,5,8.2,0.778,0.715,0.79,False
610,Brandon,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.675,<$5M,5,5.0,0.873,1.645,0.813,False
543,Brantford,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.557,<$5M,5,5.0,0.412,0.613,0.367,False
512,Brockville,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.352,<$5M,3,5.3,0.901,1.26,0.811,False
825,Calgary,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,316.785,>=$5M,159,13.4,2.408,1.712,2.758,False
944,Campbell River,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.675,<$5M,3,8.3,1.414,1.03,1.151,False
330,Campbellton (New Brunswick part / partie du Nouveau-Brunswick),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.646,<$5M,2,9.0,3.236,2.602,2.784,False
330,Campbellton (New Brunswick part / partie du Nouveau-Brunswick),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.646,<$5M,2,9.0,99.324,38.412,26.786,False
828,Canmore,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.911,<$5M,2,6.5,1.916,1.292,1.25,False
225,Cape Breton,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,10.878,>=$5M,14,5.3,1.912,3.206,1.554,False
531,Centre Wellington,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
105,Charlottetown,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,7.203,>=$5M,9,5.4,1.172,1.385,0.84,False
556,Chatham-Kent,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.47,<$5M,3,3.3,0.184,0.5,0.19,False
930,Chilliwack,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.704,<$5M,9,3.6,0.889,1.513,0.767,False
527,Cobourg,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.47,<$5M,2,5.0,0.6,1.281,0.516,False
567,Collingwood,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
015,Corner Brook,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.499,<$5M,2,8.5,1.886,1.25,1.34,False
501,Cornwall,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.176,<$5M,2,4.0,0.248,0.524,0.244,False
943,Courtenay,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.88,>=$5M,8,5.0,1.947,1.834,1.5,False
437,Cowansville,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,10.143,>=$5M,6,11.5,7.414,5.844,7.857,False
905,Cranbrook,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.205,<$5M,3,5.0,1.241,1.448,1.071,False
975,Dawson Creek,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.205,<$5M,2,7.5,1.29,1.137,1.169,False
411,Dolbeau-Mistassini,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.352,<$5M,3,5.3,1.862,2.872,1.638,False
447,Drummondville,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.321,>=$5M,6,7.2,0.652,0.872,0.755,False
937,Duncan,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.675,<$5M,5,5.0,1.156,1.312,1.02,False
835,Edmonton,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,134.799,>=$5M,76,11.8,1.303,0.955,1.338,False
335,Edmundston,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,<$5M,4,2.8,0.933,2.906,0.84,False
582,Elliot Lake,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
977,Fort St. John,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.851,<$5M,5,4.6,1.328,2.126,1.196,False
320,Fredericton,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,12.642,>=$5M,8,10.0,0.82,1.396,1.06,False
011,Gander,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
450,Granby,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,19.551,>=$5M,14,9.5,2.383,2.332,2.895,False
010,Grand Falls-Windsor,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.47,<$5M,2,5.0,1.035,2.092,1.287,False
850,Grande Prairie,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,27.93,>=$5M,15,12.3,3.454,2.516,3.605,False
580,Greater Sudbury / Grand Sudbury,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,7.35,>=$5M,8,6.0,0.687,0.82,0.644,False
550,Guelph,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,12.054,>=$5M,5,16.4,1.04,0.597,1.063,False
205,Halifax,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,33.957,>=$5M,35,6.4,0.969,1.067,0.832,False
537,Hamilton,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,24.108,>=$5M,19,8.7,0.5,0.437,0.5,False
502,Hawkesbury (Ontario part / partie de l'Ontario),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.205,<$5M,2,7.5,1.42,2.104,1.96,False
502,Hawkesbury (Ontario part / partie de l'Ontario),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.205,<$5M,2,7.5,23.814,12.079,17.838,False
502,Hawkesbury (partie du Québec / Quebec part),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
502,Hawkesbury (partie du Québec / Quebec part),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
821,High River,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
456,Joliette,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,8.085,>=$5M,7,7.9,2.443,1.869,2.202,False
925,Kamloops,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.675,<$5M,6,4.2,0.559,0.798,0.44,False
530,Kawartha Lakes,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.263,<$5M,4,7.2,1.191,0.905,1.102,False
915,Kelowna,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,11.466,>=$5M,15,4.9,0.722,0.822,0.676,False
598,Kenora,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.205,<$5M,3,5.0,1.876,2.263,1.443,False
210,Kentville,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.911,<$5M,5,2.4,1.384,3.405,1.231,False
521,Kingston,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.408,>=$5M,10,5.9,0.979,0.93,0.786,False
541,Kitchener - Cambridge - Waterloo,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,18.522,>=$5M,13,8.8,0.383,0.431,0.415,False
468,Lachute,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.439,>=$5M,6,6.2,5.975,6.021,4.903,False
832,Lacombe,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
936,Ladysmith,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
810,Lethbridge,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,16.758,>=$5M,13,8.8,1.789,1.636,1.712,False
840,Lloydminster (Alberta part / partie de l'Alberta),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,12.789,>=$5M,8,10.4,4.798,4.124,5.407,False
840,Lloydminster (Alberta part / partie de l'Alberta),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,12.789,>=$5M,8,10.4,6.787,8.489,8.472,False
555,London,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,26.754,>=$5M,17,10.4,0.686,0.56,0.595,False
403,Matane,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.234,<$5M,3,7.3,2.466,3.162,2.411,False
805,Medicine Hat,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,11.613,>=$5M,9,8.8,1.771,1.602,1.726,False
571,Midland,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.528,<$5M,4,6.0,1.98,2.444,1.505,False
329,Miramichi,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.205,<$5M,3,5.0,0.994,1.835,1.147,False
305,Moncton,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.557,<$5M,6,5.2,0.37,0.589,0.402,False
462,Montréal,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,270.627,>=$5M,210,8.5,0.811,0.824,0.872,False
715,Moose Jaw,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
938,Nanaimo,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,15.876,>=$5M,18,5.7,1.908,1.869,1.864,False
907,Nelson,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
220,New Glasgow,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.969,<$5M,7,3.9,1.751,4.054,1.835,False
547,Norfolk,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.911,<$5M,3,4.3,0.59,0.915,0.591,False
575,North Bay,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.439,>=$5M,6,6.2,1.298,1.249,1.123,False
820,Okotoks,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.793,<$5M,5,2.8,2.08,3.142,1.33,False
569,Orillia,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.381,<$5M,2,11.5,1.506,0.72,1.162,False
532,Oshawa,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,47.922,>=$5M,8,40.8,3.224,0.502,2.89,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,28.077,>=$5M,21,9.1,0.438,0.352,0.372,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,28.077,>=$5M,21,9.1,1.68,1.28,1.301,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,32.193,>=$5M,22,9.7,0.502,0.369,0.417,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,32.193,>=$5M,22,9.7,1.926,1.341,1.458,False
566,Owen Sound,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.176,<$5M,2,4.0,0.422,0.843,0.409,False
939,Parksville,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.646,<$5M,3,6.0,2.155,1.467,1.678,False
515,Pembroke,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.087,<$5M,2,10.5,1.418,1.183,1.377,False
913,Penticton,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,<$5M,4,2.8,0.548,1.067,0.448,False
529,Peterborough,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,7.644,>=$5M,9,5.1,0.774,0.828,0.659,False
940,Port Alberni,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
528,Port Hope,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
607,Portage la Prairie,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
945,Powell River,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.176,<$5M,2,4.0,1.065,1.418,0.895,False
745,Prince Albert,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.205,<$5M,3,5.0,0.968,1.077,0.659,False
970,Prince George,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.174,>=$5M,6,7.0,0.734,1.001,0.811,False
952,Quesnel,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,<$5M,2,5.5,1.296,1.441,1.11,False
421,Québec,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,146.853,>=$5M,106,9.2,2.6,2.421,2.47,False
830,Red Deer,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,16.023,>=$5M,9,12.1,1.946,1.216,1.955,False
705,Regina,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,19.551,>=$5M,12,11.1,1.26,0.871,0.952,False
404,Rimouski,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.998,<$5M,6,5.7,1.492,1.826,1.22,False
405,Rivière-du-Loup,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.352,<$5M,4,4.0,0.726,1.92,0.887,False
485,Rouyn-Noranda,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,8.673,>=$5M,4,14.2,2.653,1.62,2.401,False
RURAL_AB,Rural Alberta,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,33.663,>=$5M,49,4.5,0.544,0.965,0.585,False
RURAL_BC,Rural British Columbia,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,25.578,>=$5M,42,4.0,0.804,1.121,0.691,False
RURAL_MB,Rural Manitoba,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.555,>=$5M,8,8.1,0.445,0.39,0.395,False
RURAL_NB,Rural New Brunswick,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,7.056,>=$5M,14,3.4,0.376,1.044,0.424,False
RURAL_NL,Rural Newfoundland and Labrador,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,14.259,>=$5M,22,4.2,1.013,1.708,0.904,False
RURAL_NT,Rural Northwest Territories,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.94,<$5M,4,5.0,1.171,1.522,0.991,False
RURAL_NS,Rural Nova Scotia,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,33.516,>=$5M,45,4.9,1.346,2.178,1.375,False
RURAL_NU,Rural Nunavut,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.911,<$5M,2,6.5,0.806,0.958,0.646,False
RURAL_ON,Rural Ontario,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,63.651,>=$5M,91,4.7,0.747,1.033,0.716,False
RURAL_QC,Rural Quebec,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,198.597,>=$5M,209,6.3,1.841,2.098,1.696,False
RURAL_SK,Rural Saskatchewan,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,8.379,>=$5M,11,4.7,0.317,0.425,0.293,False
RURAL_YT,Rural Yukon,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.735,<$5M,2,2.5,0.848,1.667,0.626,False
408,Saguenay,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,26.313,>=$5M,15,11.9,1.861,1.499,2.023,False
310,Saint John,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.381,<$5M,6,3.8,0.436,0.888,0.407,False
428,Saint-Georges,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.381,<$5M,3,7.7,1.191,1.401,1.178,False
452,Saint-Hyacinthe,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,8.526,>=$5M,8,7.2,1.323,1.919,1.325,False
467,Sainte-Agathe-des-Monts,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.586,>=$5M,3,12.7,3.291,1.523,2.366,False
423,Sainte-Marie,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.822,<$5M,5,5.2,2.835,5.038,2.842,False
465,Salaberry-de-Valleyfield,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.352,<$5M,3,5.3,0.942,1.23,0.928,False
920,Salmon Arm,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.793,<$5M,3,6.3,2.101,1.848,1.708,False
562,Sarnia,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.615,>=$5M,3,15.0,1.077,0.536,1.068,False
725,Saskatoon,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,14.847,>=$5M,13,7.8,0.786,0.767,0.688,False
590,Sault Ste. Marie,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.292,>=$5M,4,9.0,1.116,0.828,0.958,False
412,Sept-Îles,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.555,>=$5M,6,10.8,5.884,3.968,5.585,False
444,Shawinigan,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.352,<$5M,2,8.0,0.549,0.614,0.54,False
433,Sherbrooke,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,25.431,>=$5M,24,7.2,1.652,1.648,1.485,False
454,Sorel-Tracy,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.116,<$5M,5,5.6,1.448,1.85,1.389,False
934,Squamish,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.41,<$5M,7,4.3,2.389,3.363,1.961,False
539,St. Catharines - Niagara,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,19.698,>=$5M,18,7.6,0.751,0.704,0.679,False
001,St. John's,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,15.435,>=$5M,24,4.2,1.017,1.982,0.826,False
605,Steinbach,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,<$5M,2,5.5,1.061,2.106,1.093,False
553,Stratford,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,3.969,<$5M,3,8.3,1.054,1.215,1.139,False
826,Strathmore,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.47,<$5M,2,5.0,1.993,2.233,1.796,False
720,Swift Current,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
965,Terrace,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.882,<$5M,2,3.0,0.655,1.284,0.508,False
430,Thetford Mines,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.468,>=$5M,6,7.0,2.493,2.706,2.248,False
595,Thunder Bay,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.733,>=$5M,4,9.8,0.759,0.516,0.582,False
546,Tillsonburg,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
586,Timmins,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,2.058,<$5M,3,4.7,0.702,1.186,0.619,False
535,Toronto,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,206.535,>=$5M,156,8.9,0.412,0.43,0.459,False
910,Trail,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.176,<$5M,2,4.0,1.395,1.817,1.061,False
442,Trois-Rivières,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,23.373,>=$5M,23,6.4,1.598,2.18,1.601,False
215,Truro,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,16.905,>=$5M,15,7.3,4.014,3.726,3.81,False
480,Val-d'Or,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.555,>=$5M,8,8.1,3.397,3.824,3.128,False
933,Vancouver,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,126.42,>=$5M,106,7.8,0.627,0.58,0.617,False
918,Vernon,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.41,<$5M,4,7.5,1.288,0.841,1.025,False
935,Victoria,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,39.543,>=$5M,24,10.8,1.407,0.783,1.114,False
440,Victoriaville,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,4.116,<$5M,5,6.2,1.006,1.363,1.003,False
565,Wasaga Beach,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
865,Wetaskiwin,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
990,Whitehorse,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,5.88,>=$5M,5,8.0,2.818,1.876,2.11,False
950,Williams Lake,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,<$5M,<2,,,,,True
559,Windsor,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,7.938,>=$5M,6,8.2,0.273,0.238,0.243,False
603,Winkler,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,9.261,>=$5M,9,7.0,2.025,6.598,4.036,False
